date,Kyoto travel,Tokyo travel,isPartial,period
2018-09-16,21,60,False,2015-2019
2018-09-23,16,48,False,2015-2019
2018-09-30,30,71,False,2015-2019
2018-10-07,37,62,False,2015-2019
2018-10-14,17,55,False,2015-2019
2018-10-21,17,49,False,2015-2019
2018-10-28,25,62,False,2015-2019
2018-11-04,20,57,False,2015-2019
2018-11-11,28,47,False,2015-2019
2018-11-18,23,50,False,2015-2019
2018-11-25,24,41,False,2015-2019
2018-12-02,0,53,False,2015-2019
2018-12-09,0,29,False,2015-2019
2018-12-16,19,50,False,2015-2019
2018-12-23,17,56,False,2015-2019
2018-12-30,0,45,False,2015-2019
2019-01-06,0,44,False,2015-2019
2019-01-13,0,49,False,2015-2019
2019-01-20,28,52,False,2015-2019
2019-01-27,15,39,False,2015-2019
2019-02-03,0,46,False,2015-2019
2019-02-10,0,50,False,2015-2019
2019-02-17,0,43,False,2015-2019
2019-02-24,15,37,False,2015-2019
2019-03-03,0,38,False,2015-2019
2019-03-10,27,54,False,2015-2019
2019-03-17,23,47,False,2015-2019
2019-03-24,45,54,False,2015-2019
2019-03-31,42,67,False,2015-2019
2019-04-07,34,71,False,2015-2019
2019-04-14,40,53,False,2015-2019
2019-04-21,20,68,False,2015-2019
2019-04-28,19,49,False,2015-2019
2019-05-05,17,32,False,2015-2019
2019-05-12,23,55,False,2015-2019
2019-05-19,20,47,False,2015-2019
2019-05-26,34,52,False,2015-2019
2019-06-02,21,61,False,2015-2019
2019-06-09,28,50,False,2015-2019
2019-06-16,22,61,False,2015-2019
2019-06-23,0,49,False,2015-2019
2019-06-30,19,49,False,2015-2019
2019-07-07,25,53,False,2015-2019
2019-07-14,0,50,False,2015-2019
2019-07-21,26,43,False,2015-2019
2019-07-28,23,32,False,2015-2019
2019-08-04,0,46,False,2015-2019
2019-08-11,33,58,False,2015-2019
2019-08-18,19,45,False,2015-2019
2019-08-25,18,44,False,2015-2019
2019-09-01,0,46,False,2015-2019
2019-09-08,29,39,False,2015-2019
2019-09-15,24,43,False,2015-2019
2019-09-22,24,57,False,2015-2019
2019-09-29,30,68,False,2015-2019
2019-10-06,36,100,False,2015-2019
2019-10-13,26,56,False,2015-2019
2019-10-20,38,63,False,2015-2019
2019-10-27,19,57,False,2015-2019
2019-11-03,24,56,False,2015-2019
2019-11-10,42,51,False,2015-2019
2019-11-17,16,58,False,2015-2019
2019-11-24,26,54,False,2015-2019
2019-12-01,23,60,False,2015-2019
2019-12-08,0,43,False,2015-2019
2019-12-15,17,39,False,2015-2019
2019-12-22,32,45,False,2015-2019
2019-12-29,16,59,False,2015-2019
2019-12-29,20,76,False,2020-2024
2020-01-05,0,59,False,2020-2024
2020-01-12,23,57,False,2020-2024
2020-01-19,0,61,False,2020-2024
2020-01-26,21,52,False,2020-2024
2020-02-02,24,53,False,2020-2024
2020-02-09,33,52,False,2020-2024
2020-02-16,0,59,False,2020-2024
2020-02-23,17,78,False,2020-2024
2020-03-01,26,60,False,2020-2024
2020-03-08,0,43,False,2020-2024
2020-03-15,0,64,False,2020-2024
2020-03-22,0,39,False,2020-2024
2020-03-29,0,25,False,2020-2024
2020-04-05,0,0,False,2020-2024
2020-04-12,0,0,False,2020-2024
2020-04-19,0,20,False,2020-2024
2020-04-26,0,0,False,2020-2024
2020-05-03,0,0,False,2020-2024
2020-05-10,0,18,False,2020-2024
2020-05-17,0,22,False,2020-2024
2020-05-24,0,22,False,2020-2024
2020-05-31,0,17,False,2020-2024
2020-06-07,0,25,False,2020-2024
2020-06-14,0,26,False,2020-2024
2020-06-21,0,26,False,2020-2024
2020-06-28,0,21,False,2020-2024
2020-07-05,0,23,False,2020-2024
2020-07-12,0,38,False,2020-2024
2020-07-19,0,40,False,2020-2024
2020-07-26,0,34,False,2020-2024
2020-08-02,0,26,False,2020-2024
2020-08-09,0,18,False,2020-2024
2020-08-16,0,24,False,2020-2024
2020-08-23,0,28,False,2020-2024
2020-08-30,0,33,False,2020-2024
2020-09-06,0,46,False,2020-2024
2020-09-13,0,58,False,2020-2024
2020-09-20,0,34,False,2020-2024
2020-09-27,0,56,False,2020-2024
2020-10-04,0,55,False,2020-2024
2020-10-11,23,46,False,2020-2024
2020-10-18,0,51,False,2020-2024
2020-10-25,0,56,False,2020-2024
2020-11-01,0,56,False,2020-2024
2020-11-08,0,41,False,2020-2024
2020-11-15,20,49,False,2020-2024
2020-11-22,0,29,False,2020-2024
2020-11-29,0,22,False,2020-2024
2020-12-06,0,37,False,2020-2024
2020-12-13,0,35,False,2020-2024
2020-12-20,0,42,False,2020-2024
2020-12-27,0,0,False,2020-2024
2021-01-03,0,27,False,2020-2024
2021-01-10,0,18,False,2020-2024
2021-01-17,0,0,False,2020-2024
2021-01-24,0,22,False,2020-2024
2021-01-31,0,0,False,2020-2024
2021-02-07,0,0,False,2020-2024
2021-02-14,0,19,False,2020-2024
2021-02-21,0,28,False,2020-2024
2021-02-28,0,24,False,2020-2024
2021-03-07,0,24,False,2020-2024
2021-03-14,0,32,False,2020-2024
2021-03-21,0,0,False,2020-2024
2021-03-28,0,0,False,2020-2024
2021-04-04,0,0,False,2020-2024
2021-04-11,0,18,False,2020-2024
2021-04-18,0,23,False,2020-2024
2021-04-25,0,24,False,2020-2024
2021-05-02,0,0,False,2020-2024
2021-05-09,0,0,False,2020-2024
2021-05-16,0,0,False,2020-2024
2021-05-23,0,24,False,2020-2024
2021-05-30,0,18,False,2020-2024
2021-06-06,0,0,False,2020-2024
2021-06-13,0,20,False,2020-2024
2021-06-20,0,24,False,2020-2024
2021-06-27,0,27,False,2020-2024
2021-07-04,0,0,False,2020-2024
2021-07-11,0,29,False,2020-2024
2021-07-18,0,31,False,2020-2024
2021-07-25,0,17,False,2020-2024
2021-08-01,0,27,False,2020-2024
2021-08-08,0,27,False,2020-2024
2021-08-15,0,20,False,2020-2024
2021-08-22,0,0,False,2020-2024
2021-08-29,0,0,False,2020-2024
2021-09-05,0,0,False,2020-2024
2021-09-12,0,0,False,2020-2024
2021-09-19,0,0,False,2020-2024
2021-09-26,0,19,False,2020-2024
2021-10-03,0,24,False,2020-2024
2021-10-10,0,0,False,2020-2024
2021-10-17,0,26,False,2020-2024
2021-10-24,0,30,False,2020-2024
2021-10-31,0,30,False,2020-2024
2021-11-07,0,25,False,2020-2024
2021-11-14,0,26,False,2020-2024
2021-11-21,0,23,False,2020-2024
2021-11-28,0,26,False,2020-2024
2021-12-05,0,32,False,2020-2024
2021-12-12,0,0,False,2020-2024
2021-12-19,0,25,False,2020-2024
2021-12-26,0,0,False,2020-2024
2022-01-02,0,24,False,2020-2024
2022-01-09,0,22,False,2020-2024
2022-01-16,0,21,False,2020-2024
2022-01-23,0,22,False,2020-2024
2022-01-30,0,21,False,2020-2024
2022-02-06,0,20,False,2020-2024
2022-02-13,0,21,False,2020-2024
2022-02-20,0,26,False,2020-2024
2022-02-27,14,35,False,2020-2024
2022-03-06,0,38,False,2020-2024
2022-03-13,0,44,False,2020-2024
2022-03-20,0,37,False,2020-2024
2022-03-27,0,25,False,2020-2024
2022-04-03,0,44,False,2020-2024
2022-04-10,19,43,False,2020-2024
2022-04-17,0,31,False,2020-2024
2022-04-24,0,38,False,2020-2024
2022-05-01,0,30,False,2020-2024
2022-05-08,0,38,False,2020-2024
2022-05-15,0,31,False,2020-2024
2022-05-22,0,36,False,2020-2024
2022-05-29,0,25,False,2020-2024
2022-06-05,0,46,False,2020-2024
2022-06-12,0,33,False,2020-2024
2022-06-19,0,27,False,2020-2024
2022-06-26,0,36,False,2020-2024
2022-07-03,0,39,False,2020-2024
2022-07-10,18,42,False,2020-2024
2022-07-17,0,34,False,2020-2024
2022-07-24,0,38,False,2020-2024
2022-07-31,0,29,False,2020-2024
2022-08-07,0,27,False,2020-2024
2022-08-14,0,28,False,2020-2024
2022-08-21,0,33,False,2020-2024
2022-08-28,0,39,False,2020-2024
2022-09-04,0,33,False,2020-2024
2022-09-11,0,22,False,2020-2024
2022-09-18,0,35,False,2020-2024
2022-09-25,0,31,False,2020-2024
2022-10-02,0,27,False,2020-2024
2022-10-09,0,45,False,2020-2024
2022-10-16,22,61,False,2020-2024
2022-10-23,24,51,False,2020-2024
2022-10-30,0,46,False,2020-2024
2022-11-06,20,54,False,2020-2024
2022-11-13,0,42,False,2020-2024
2022-11-20,18,50,False,2020-2024
2022-11-27,17,48,False,2020-2024
2022-12-04,17,51,False,2020-2024
2022-12-11,0,58,False,2020-2024
2022-12-18,14,62,False,2020-2024
2022-12-25,27,45,False,2020-2024
2023-01-01,0,54,False,2020-2024
2023-01-08,14,37,False,2020-2024
2023-01-15,13,44,False,2020-2024
2023-01-22,19,37,False,2020-2024
2023-01-29,0,46,False,2020-2024
2023-02-05,0,47,False,2020-2024
2023-02-12,0,54,False,2020-2024
2023-02-19,25,73,False,2020-2024
2023-02-26,0,52,False,2020-2024
2023-03-05,15,47,False,2020-2024
2023-03-12,22,52,False,2020-2024
2023-03-19,34,57,False,2020-2024
2023-03-26,38,59,False,2020-2024
2023-04-02,41,67,False,2020-2024
2023-04-09,25,80,False,2020-2024
2023-04-16,26,71,False,2020-2024
2023-04-23,23,73,False,2020-2024
2023-04-30,22,60,False,2020-2024
2023-05-07,37,55,False,2020-2024
2023-05-14,27,63,False,2020-2024
2023-05-21,26,56,False,2020-2024
2023-05-28,0,51,False,2020-2024
2023-06-04,29,55,False,2020-2024
2023-06-11,17,62,False,2020-2024
2023-06-18,16,53,False,2020-2024
2023-06-25,17,59,False,2020-2024
2023-07-02,27,60,False,2020-2024
2023-07-09,0,54,False,2020-2024
2023-07-16,22,51,False,2020-2024
2023-07-23,18,72,False,2020-2024
2023-07-30,0,69,False,2020-2024
2023-08-06,14,57,False,2020-2024
2023-08-13,27,49,False,2020-2024
2023-08-20,14,36,False,2020-2024
2023-08-27,14,45,False,2020-2024
2023-09-03,30,61,False,2020-2024
2023-09-10,34,56,False,2020-2024
2023-09-17,23,67,False,2020-2024
2023-09-24,24,52,False,2020-2024
2023-10-01,27,68,False,2020-2024
2023-10-08,36,64,False,2020-2024
2023-10-15,15,71,False,2020-2024
2023-10-22,45,71,False,2020-2024
2023-10-29,28,79,False,2020-2024
2023-11-05,30,59,False,2020-2024
2023-11-12,31,76,False,2020-2024
2023-11-19,29,61,False,2020-2024
2023-11-26,25,45,False,2020-2024
2023-12-03,27,69,False,2020-2024
2023-12-10,18,46,False,2020-2024
2023-12-17,28,61,False,2020-2024
2023-12-24,29,87,False,2020-2024
2023-12-31,27,57,False,2020-2024
2024-01-07,16,34,False,2020-2024
2024-01-14,16,49,False,2020-2024
2024-01-21,0,53,False,2020-2024
2024-01-28,0,58,False,2020-2024
2024-02-04,17,60,False,2020-2024
2024-02-11,22,41,False,2020-2024
2024-02-18,23,50,False,2020-2024
2024-02-25,0,57,False,2020-2024
2024-03-03,0,74,False,2020-2024
2024-03-10,22,57,False,2020-2024
2024-03-17,21,78,False,2020-2024
2024-03-24,48,100,False,2020-2024
2024-03-31,34,86,False,2020-2024
2024-04-07,33,66,False,2020-2024
2024-04-14,43,92,False,2020-2024
2024-04-21,27,61,False,2020-2024
2024-04-28,23,61,False,2020-2024
2024-05-05,28,82,False,2020-2024
2024-05-12,37,82,False,2020-2024
2024-05-19,46,66,False,2020-2024
2024-05-26,26,70,False,2020-2024
2024-06-02,26,73,False,2020-2024
2024-06-09,32,63,False,2020-2024
2024-06-16,0,52,False,2020-2024
2024-06-23,0,57,False,2020-2024
2024-06-30,39,87,False,2020-2024
2024-07-07,33,50,False,2020-2024
2024-07-14,25,71,False,2020-2024
2024-07-21,17,61,False,2020-2024
2024-07-28,0,56,False,2020-2024
2024-08-04,22,54,False,2020-2024
2024-08-11,23,55,False,2020-2024
2024-08-18,0,46,False,2020-2024
2024-08-25,38,96,False,2020-2024
2024-09-01,20,76,False,2020-2024
2024-09-08,30,73,False,2020-2024
2024-09-15,39,64,False,2020-2024
2024-09-22,34,69,False,2020-2024
2024-09-29,38,69,False,2020-2024
2024-10-06,29,88,False,2020-2024
2024-10-13,41,62,False,2020-2024
2024-10-20,27,67,False,2020-2024
2024-10-27,54,75,False,2020-2024
2024-11-03,37,81,False,2020-2024
2024-11-10,39,85,False,2020-2024
2024-11-17,38,96,False,2020-2024
2024-11-24,24,78,False,2020-2024
2024-12-01,21,56,False,2020-2024
2024-12-08,24,52,False,2020-2024
2024-12-15,29,58,False,2020-2024
2024-12-22,26,78,False,2020-2024
2024-12-29,0,70,False,2020-2024
2024-12-29,0,72,False,2025-2025
2025-01-05,0,47,False,2025-2025
2025-01-12,34,72,False,2025-2025
2025-01-19,24,65,False,2025-2025
2025-01-26,25,53,False,2025-2025
2025-02-02,19,60,False,2025-2025
2025-02-09,24,50,False,2025-2025
2025-02-16,28,77,False,2025-2025
2025-02-23,20,61,False,2025-2025
2025-03-02,23,84,False,2025-2025
2025-03-09,46,75,False,2025-2025
2025-03-16,43,93,False,2025-2025
2025-03-23,25,72,False,2025-2025
2025-03-30,49,85,False,2025-2025
2025-04-06,38,83,False,2025-2025
2025-04-13,42,84,False,2025-2025
2025-04-20,40,100,False,2025-2025
2025-04-27,30,92,False,2025-2025
2025-05-04,26,78,False,2025-2025
2025-05-11,39,56,False,2025-2025
2025-05-18,41,73,False,2025-2025
2025-05-25,36,87,False,2025-2025
2025-06-01,40,90,False,2025-2025
2025-06-08,32,83,False,2025-2025
2025-06-15,32,72,False,2025-2025
2025-06-22,27,41,False,2025-2025
2025-06-29,18,52,False,2025-2025
2025-07-06,24,56,False,2025-2025
2025-07-13,0,64,False,2025-2025
2025-07-20,26,43,False,2025-2025
2025-07-27,28,68,False,2025-2025
2025-08-03,29,90,False,2025-2025
2025-08-10,21,72,False,2025-2025
2025-08-17,27,43,False,2025-2025
2025-08-24,30,45,False,2025-2025
2025-08-31,0,58,False,2025-2025
2025-09-07,28,61,False,2025-2025
2025-09-14,45,99,False,2025-2025
2025-09-21,41,75,False,2025-2025
2025-09-28,18,73,False,2025-2025
2025-10-05,26,70,False,2025-2025
2025-10-12,49,90,False,2025-2025
2025-10-19,48,86,False,2025-2025
2025-10-26,38,84,False,2025-2025
2025-11-02,38,85,False,2025-2025
2025-11-09,36,100,True,2025-2025
